dt,acc,t
0.000668,1.168091673951049,0.0
0.000668,0.668091673951049,0.0006679999999998
0.000668,-2.144408326048951,0.0013359999999997
0.00076,-0.925658326048951,0.0020959999999998
0.000672,0.0743416739510489,0.0027679999999998
0.000668,-2.331908326048951,0.0034359999999997
0.0007,0.0743416739510489,0.0041359999999996
0.00068,1.105591673951049,0.0048159999999997
0.00068,-1.144408326048951,0.0054959999999997
0.00068,-2.269408326048951,0.0061759999999997
0.000764,0.2305916739510489,0.0069399999999997
0.00068,-1.581908326048951,0.0076199999999997
0.000764,-0.706908326048951,0.0083839999999997
0.00068,1.793091673951049,0.0090639999999997
0.00068,1.793091673951049,0.0097439999999997
0.00068,-1.269408326048951,0.0104239999999997
0.00068,0.3243416739510489,0.0111039999999997
0.00068,1.480591673951049,0.0117839999999997
0.00068,0.980591673951049,0.0124639999999998
0.00068,-3.019408326048951,0.0131439999999998
0.000764,-3.488158326048951,0.0139079999999998
0.000768,3.168091673951049,0.0146759999999999
0.000764,1.543091673951049,0.0154399999999998
0.00068,1.855591673951049,0.0161199999999999
0.00068,1.011841673951049,0.0167999999999999
0.00068,1.918091673951049,0.0174799999999999
0.00068,-2.144408326048951,0.0181599999999999
0.000764,0.4493416739510489,0.0189239999999999
0.00068,-3.050658326048951,0.0196039999999999
0.000764,0.761841673951049,0.0203679999999999
0.00068,2.324341673951049,0.0210479999999999
0.000768,-1.519408326048951,0.021816
0.000764,-5.081908326048951,0.02258
0.000848,-0.425658326048951,0.023428
0.00068,-0.675658326048951,0.024108
0.00068,0.0743416739510489,0.024788
0.00068,-0.113158326048951,0.025468
0.00068,0.1055916739510489,0.026148
0.00068,0.824341673951049,0.026828
0.00068,1.136841673951049,0.027508
0.00068,-2.019408326048951,0.0281880000000001
0.000768,-1.800658326048951,0.0289560000000002
0.000764,-0.769408326048951,0.0297200000000001
0.000676,0.2305916739510489,0.030396
0.00068,1.636841673951049,0.0310760000000001
0.000668,1.418091673951049,0.0317439999999999
0.000668,-1.144408326048951,0.0324119999999998
0.000672,-3.613158326048951,0.0330839999999998
0.000716,-1.331908326048951,0.0337999999999998
0.000764,0.605591673951049,0.0345639999999998
0.00068,-0.925658326048951,0.0352439999999998
0.000676,0.574341673951049,0.0359199999999997
0.000668,1.699341673951049,0.0365879999999996
0.000668,-0.894408326048951,0.0372559999999995
0.000668,-0.550658326048951,0.0379239999999994
0.000668,1.386841673951049,0.0385919999999992
0.000672,1.886841673951049,0.0392639999999993
0.000668,0.3555916739510489,0.0399319999999991
0.000668,-4.206908326048951,0.040599999999999
0.000764,0.4180916739510489,0.041363999999999
0.00068,4.605591673951049,0.042043999999999
0.000764,-1.144408326048951,0.042807999999999
0.00068,-1.738158326048951,0.043487999999999
0.000768,2.886841673951049,0.0442559999999991
0.000764,0.699341673951049,0.0450199999999991
0.00068,-0.769408326048951,0.0456999999999991
0.000676,-2.706908326048951,0.046375999999999
0.000684,0.1368416739510489,0.0470599999999989
0.00068,0.949341673951049,0.047739999999999
0.00068,1.636841673951049,0.048419999999999
0.000684,-0.394408326048951,0.0491039999999989
0.000676,-1.238158326048951,0.0497799999999988
0.00068,-2.144408326048951,0.0504599999999988
0.000764,-0.988158326048951,0.0512239999999988
0.000676,2.011841673951049,0.0518999999999987
0.000668,-0.800658326048951,0.0525679999999986
0.000672,-0.956908326048951,0.0532399999999986
0.000672,1.230591673951049,0.0539119999999986
0.000668,0.3868416739510489,0.0545799999999985
0.000668,-1.269408326048951,0.0552479999999984
0.000672,1.761841673951049,0.0559199999999984
0.000668,-0.831908326048951,0.0565879999999983
0.000668,-1.738158326048951,0.0572559999999982
0.000668,1.418091673951049,0.057923999999998
0.000668,0.824341673951049,0.0585919999999979
0.000668,-0.863158326048951,0.0592599999999978
0.000668,-4.238158326048951,0.0599279999999977
0.000672,1.574341673951049,0.0605999999999977
0.000668,2.261841673951049,0.0612679999999976
0.000752,-1.331908326048951,0.0620199999999977
0.000764,1.636841673951049,0.0627839999999977
0.00068,0.980591673951049,0.0634639999999977
0.00068,-2.113158326048951,0.0641439999999977
0.000764,2.011841673951049,0.0649079999999977
0.00068,3.355591673951049,0.0655879999999977
