dt,acc,t
0.000764,0.3950273468249802,0.0
0.00068,-0.8705976531750197,0.00068
0.00068,-1.0112226531750197,0.00136
0.00068,-1.3393476531750197,0.00204
0.000676,0.7700273468249803,0.0027160000000001
0.000668,0.3950273468249802,0.0033840000000001
0.000668,-1.2924726531750197,0.0040520000000001
0.000672,-2.7455976531750195,0.0047240000000001
0.000672,-1.1518476531750197,0.0053960000000001
0.000668,5.64502734682498,0.0060640000000001
0.000668,0.9106523468249804,0.0067320000000001
0.000668,1.6606523468249803,0.0074000000000001
0.000676,-3.35497265317502,0.0080760000000001
0.000764,-0.2612226531750196,0.0088400000000001
0.00068,0.8169023468249803,0.0095200000000001
0.00068,-1.5268476531750197,0.0102
0.000676,-1.2924726531750197,0.0108760000000001
0.00068,-2.18309765317502,0.0115560000000001
0.00068,-4.90184765317502,0.0122360000000001
0.000684,-0.5424726531750196,0.0129200000000002
0.00068,5.17627734682498,0.0136000000000002
0.000764,1.1919023468249803,0.0143640000000002
0.00068,-6.870597653175019,0.0150440000000002
0.000852,0.9575273468249804,0.0158960000000001
0.00068,5.27002734682498,0.0165760000000002
0.000764,-7.058097653175019,0.0173400000000001
0.000848,2.59815234682498,0.0181880000000002
0.00068,0.0669023468249802,0.0188680000000002
0.00068,-1.80809765317502,0.0195480000000002
0.00068,-1.1518476531750197,0.0202280000000003
0.000676,-0.7768476531750197,0.0209040000000003
0.000668,-4.57372265317502,0.0215720000000003
0.000696,2.87940234682498,0.0222680000000002
0.00068,6.066902346824981,0.0229480000000003
0.000768,-1.80809765317502,0.0237160000000002
0.00068,0.5356523468249802,0.0243960000000003
0.00068,2.87940234682498,0.0250760000000003
0.00068,-7.714347653175019,0.0257560000000003
0.000848,-1.90184765317502,0.0266040000000002
0.00068,4.19190234682498,0.0272840000000003
0.000764,1.1919023468249803,0.0280480000000002
0.00068,-0.5893476531750196,0.0287280000000003
0.00068,-0.8705976531750197,0.0294080000000003
0.00068,1.9887773468249803,0.0300880000000003
0.00068,0.0200273468249802,0.0307680000000004
0.00068,-2.18309765317502,0.0314480000000004
0.000768,3.11377734682498,0.0322160000000004
0.00068,2.17627734682498,0.0328960000000004
0.00068,-1.7612226531750197,0.0335760000000004
0.00068,0.7231523468249802,0.0342560000000004
0.00068,2.50440234682498,0.0349360000000004
0.00068,-2.18309765317502,0.0356160000000004
0.000764,-2.60497265317502,0.0363800000000004
0.000772,1.37940234682498,0.0371520000000004
0.000672,4.47315234682498,0.0378240000000004
0.000764,-3.87059765317502,0.0385880000000004
0.000768,-1.94872265317502,0.0393560000000003
0.00068,-0.4487226531750196,0.0400360000000004
0.00068,0.2544023468249802,0.0407160000000004
0.00068,0.6294023468249802,0.0413960000000004
0.00068,0.2544023468249802,0.0420760000000005
0.00068,0.8637773468249803,0.0427560000000005
0.00068,-1.5268476531750197,0.0434360000000005
0.000672,4.19190234682498,0.0441080000000005
0.000688,3.20752734682498,0.0447960000000005
0.000764,-0.4018476531750196,0.0455600000000004
0.00068,-1.1049726531750197,0.0462400000000005
0.000676,-1.5737226531750197,0.0469160000000005
0.00068,0.6762773468249802,0.0475960000000005
0.00068,2.83252734682498,0.0482760000000005
0.000668,-1.3393476531750197,0.0489440000000006
0.000668,-2.9799726531750195,0.0496120000000006
0.000672,-0.5893476531750196,0.0502840000000006
0.000668,2.22315234682498,0.0509520000000006
0.000668,-2.08934765317502,0.0516200000000006
0.00074,1.0981523468249803,0.0523600000000006
0.00068,4.09815234682498,0.0530400000000006
0.000764,0.3950273468249802,0.0538040000000006
0.00068,-4.29247265317502,0.0544840000000006
0.000764,1.9419023468249803,0.0552480000000006
0.00068,-1.0580976531750197,0.0559280000000005
0.00068,-3.58934765317502,0.0566080000000006
0.000768,-0.3549726531750196,0.0573760000000005
0.00068,5.12940234682498,0.0580560000000006
0.000764,2.59815234682498,0.0588200000000005
0.00068,-3.72997265317502,0.0595000000000006
0.000764,-0.4955976531750196,0.0602640000000005
0.00068,3.02002734682498,0.0609440000000006
0.00068,-1.1518476531750197,0.0616240000000006
0.000676,0.3950273468249802,0.0623000000000006
0.000668,1.8481523468249803,0.0629680000000006
0.000668,2.27002734682498,0.0636360000000006
0.000668,-0.3080976531750196,0.0643040000000007
0.000668,1.8012773468249803,0.0649720000000007
0.000668,-1.43309765317502,0.0656400000000007
0.000668,2.12940234682498,0.0663080000000007
0.000668,1.6606523468249803,0.0669760000000007
0.00068,-2.65184765317502,0.0676560000000007
0.000684,0.6294023468249802,0.0683400000000007
0.00068,3.06690234682498,0.0690200000000006
0.00068,1.0044023468249803,0.0697000000000007
0.00068,-1.94872265317502,0.0703800000000007
0.00068,0.4887773468249802,0.0710600000000007
0.00068,1.6606523468249803,0.0717400000000008
0.00068,-0.7299726531750196,0.0724200000000008
0.00068,-2.37059765317502,0.0731000000000008
0.000764,-0.1674726531750196,0.0738640000000008
0.00068,2.55127734682498,0.0745440000000008
0.00068,0.3481523468249802,0.0752240000000007
0.00068,-2.18309765317502,0.0759040000000008
0.000764,4.00440234682498,0.0766680000000007
0.000768,2.92627734682498,0.0774360000000008
0.00068,-4.94872265317502,0.0781160000000008
0.000764,-3.30809765317502,0.0788800000000008
0.000764,3.86377734682498,0.0796440000000008
0.000764,-3.72997265317502,0.0804080000000008
0.000772,2.78565234682498,0.0811800000000008
0.000676,5.41065234682498,0.0818560000000008
0.000764,1.9419023468249803,0.0826200000000008
0.00068,-1.38622265317502,0.0833000000000008
0.000676,1.1450273468249803,0.0839760000000008
0.00068,-2.22997265317502,0.0846560000000008
0.000684,-0.6362226531750196,0.0853400000000008
0.00068,0.3481523468249802,0.0860200000000008
0.00068,1.0044023468249803,0.0867000000000008
0.00068,-1.1049726531750197,0.0873800000000009
0.000676,0.0200273468249802,0.0880560000000009
0.00068,-4.71434765317502,0.0887360000000009
0.000684,0.9575273468249804,0.0894200000000008
0.00068,5.78565234682498,0.0901000000000009
0.000764,-2.32372265317502,0.0908640000000008
0.000764,-4.94872265317502,0.0916280000000009
0.000768,2.50440234682498,0.0923960000000009
0.00068,-0.0268476531750196,0.0930760000000009
0.00068,-1.5737226531750197,0.0937560000000009
0.00068,2.03565234682498,0.0944360000000009
0.00068,2.36377734682498,0.0951160000000009
0.00068,0.3481523468249802,0.0957960000000009
0.00068,-4.80809765317502,0.096476000000001
0.000764,-1.1049726531750197,0.0972400000000009
0.000676,0.7231523468249802,0.097916000000001
0.000668,-3.02684765317502,0.098584000000001
0.000696,-1.0112226531750197,0.0992800000000009
0.00068,4.14502734682498,0.0999600000000009
0.000764,0.1606523468249802,0.1007240000000009
0.00068,-3.40184765317502,0.101404000000001
0.000764,1.7544023468249803,0.1021680000000009
0.00068,-1.47997265317502,0.102848000000001
0.000676,-3.40184765317502,0.103524000000001
0.000684,-1.94872265317502,0.104208000000001
0.00068,-0.2612226531750196,0.104888000000001
0.00068,2.27002734682498,0.105568000000001
0.00068,2.03565234682498,0.106248000000001
0.00068,-3.02684765317502,0.106928000000001
0.000768,3.25440234682498,0.107696000000001
0.000764,1.1450273468249803,0.108460000000001
0.00068,-1.85497265317502,0.109140000000001
0.00068,-1.85497265317502,0.109820000000001
0.00068,2.73877734682498,0.1105000000000011
0.00068,2.36377734682498,0.1111800000000011
0.00068,0.5356523468249802,0.1118600000000011
0.00068,-2.37059765317502,0.1125400000000011
0.000764,1.0044023468249803,0.1133040000000011
0.00068,1.3325273468249803,0.1139840000000011
0.00068,-4.90184765317502,0.1146640000000011
0.000764,-2.27684765317502,0.1154280000000011
0.000768,4.98877734682498,0.1161960000000011
0.000764,-3.82372265317502,0.1169600000000011
0.000764,-0.7299726531750196,0.1177240000000011
0.00068,4.23877734682498,0.1184040000000011
0.000764,-1.3393476531750197,0.1191680000000011
0.000676,-1.80809765317502,0.1198440000000011
0.000668,-0.9643476531750196,0.1205120000000011
0.000672,-1.1518476531750197,0.1211840000000011
0.000668,4.05127734682498,0.1218520000000011
0.000668,-1.38622265317502,0.1225200000000011
0.000668,-3.16747265317502,0.1231880000000011
0.000668,1.7075273468249803,0.1238560000000011
0.000668,2.36377734682498,0.1245240000000011
0.000688,2.78565234682498,0.1252120000000011
0.000672,-1.2455976531750197,0.1258840000000011
0.000676,0.8169023468249803,0.1265600000000011
0.000668,3.02002734682498,0.1272280000000011
0.000668,-0.1205976531750196,0.1278960000000011
0.000668,1.1450273468249803,0.1285640000000011
0.000668,1.47315234682498,0.1292320000000011
0.000668,1.47315234682498,0.1299000000000011
0.000668,-0.9174726531750196,0.1305680000000011
0.000672,-0.4955976531750196,0.1312400000000012
0.00068,4.47315234682498,0.1319200000000012
0.000764,-4.76122265317502,0.1326840000000012
0.000764,-3.96434765317502,0.1334480000000011
0.000768,1.3325273468249803,0.1342160000000011
0.00068,1.3325273468249803,0.1348960000000011
0.00068,-2.27684765317502,0.1355760000000012
0.000764,1.1919023468249803,0.1363400000000011
0.00068,7.660652346824981,0.1370200000000012
